Wm,W0m,dm,tm,rows,Xa,Ya,gain,vswr,bandwidth,s,pr,p0
2142.9,162.86,77.143,214.29,3.0,8365.0,2142.9,2.9006863,1.237277,122.43009999999987,-19.489283,0.21484435,0.49676555
2142.9,325.71,77.143,214.29,5.0,8365.0,6964.3,2.892252,1.5846573999999998,121.5900999999997,-12.910031,0.20085953,0.46826184
2142.9,325.71,77.143,214.29,7.0,0.0,2142.9,1.4088646,7.3212592,,-2.3877088,0.063570845,0.20704774
2142.9,325.71,77.143,214.29,7.0,1132.8,2142.9,2.9409527,1.0476159999999999,122.01020000000007,-32.669917,0.21767571,0.49974853
2142.9,325.71,77.143,214.29,7.0,3543.5,2142.9,2.9465397999999996,1.1541148,122.84990000000029,-22.908489000000003,0.2177303,0.49893422
2142.9,325.71,77.143,214.29,7.0,5954.3,2142.9,2.9410426,1.1618304,122.85000000000012,-22.515229,0.21748398,0.49878481
2142.9,325.71,77.143,214.29,7.0,8365.0,2142.9,2.9323994,1.1697252,122.85000000000012,-22.13317,0.21703848,0.4986276
2142.9,325.71,214.29,214.29,3.0,0.0,2142.9,2.7539622,1.3332903,111.9298999999998,-16.902921,0.2034886,0.48631561
2142.9,325.71,214.29,214.29,3.0,0.0,6964.3,1.2399818,8.016448700000002,,-2.1783634999999997,0.057209329,0.19274518
2142.9,325.71,214.29,214.29,3.0,0.0,11786.0,2.8982842,1.7273811999999997,115.2896999999995,-11.479675,0.20288626,0.47043837
2142.9,325.71,214.29,214.29,3.0,0.0,16607.0,2.7371777,2.6431765,73.49990000000028,-6.9159201,0.1980964,0.4780754
2142.9,162.86,77.143,214.29,3.0,8365.0,6964.3,2.8111205000000004,1.6243623,121.58989999999959,-12.471743,0.19757504,0.46531682
2142.9,325.71,214.29,214.29,3.0,1132.8,2142.9,2.8523916000000002,1.1821308000000001,122.42989999999976,-21.569945,0.2135089,0.49829549
2142.9,325.71,214.29,214.29,3.0,1132.8,6964.3,2.74011,1.7417349999999998,114.65979999999965,-11.355534,0.19095773,0.45639234
2142.9,325.71,214.29,214.29,3.0,1132.8,11786.0,2.9097386000000003,1.4443278999999998,123.48010000000099,-14.809118,0.2110591,0.48780385
2142.9,325.71,214.29,214.29,3.0,1132.8,16607.0,2.8439912,2.1137087,95.96990000000005,-8.9301272,0.20917006,0.49250516
2142.9,325.71,214.29,214.29,3.0,3543.5,2142.9,2.8535772,1.2277426000000002,122.6398000000004,-19.808415,0.21303658,0.49706061
2142.9,325.71,214.29,214.29,3.0,3543.5,6964.3,2.7531812999999996,1.6594615000000001,119.49009999999971,-12.112086,0.19423027,0.46267052
2142.9,325.71,214.29,214.29,3.0,3543.5,11786.0,2.9110784,1.4462129,123.48010000000099,-14.779043,0.21109607,0.48769751
2142.9,325.71,214.29,214.29,3.0,3543.5,16607.0,2.9176201,1.9007953999999998,106.04999999999976,-10.157819,0.21275068,0.49251099
2142.9,325.71,214.29,214.29,3.0,5954.3,2142.9,2.8492117,1.2355055,122.42980000000037,-19.547493,0.21275116,0.49682171
2142.9,325.71,214.29,214.29,3.0,5954.3,6964.3,2.7511372000000005,1.6556383000000001,119.69989999999964,-12.150091999999999,0.194306,0.46295958
2142.9,162.86,77.143,214.29,3.0,8365.0,11786.0,2.9537055,1.4518337,123.48010000000053,-14.690248,0.21267655,0.48739141
2142.9,325.71,214.29,214.29,3.0,5954.3,11786.0,2.9091359,1.4494394,123.47989999999997,-14.727912,0.21096267,0.48752501
2142.9,325.71,214.29,214.29,3.0,5954.3,16607.0,2.9457693,1.7653525,113.1899999999999,-11.15778,0.21419907,0.49246081
2142.9,325.71,214.29,214.29,3.0,8365.0,2142.9,2.844732,1.2437214,122.43009999999987,-19.281505,0.21240822,0.49656465
2142.9,325.71,214.29,214.29,3.0,8365.0,6964.3,2.7495488,1.6458026000000001,120.3297999999995,-12.249153,0.19453095,0.46370072
2142.9,325.71,214.29,214.29,3.0,8365.0,11786.0,2.9068591,1.457553,123.26980000000054,-14.60123,0.21064238,0.48709293
2142.9,325.71,214.29,214.29,3.0,8365.0,16607.0,2.9614327,1.7145082999999999,115.91979999999947,-11.593678,0.21490629,0.49225889
2142.9,325.71,214.29,214.29,5.0,0.0,2142.9,1.2578973999999998,7.5557177,,-2.3127237999999997,0.060316984000000004,0.20212189
2142.9,325.71,214.29,214.29,5.0,0.0,6964.3,1.3356511,7.8865875,,-2.2146187000000004,0.058694393,0.19516861
2142.9,325.71,214.29,214.29,5.0,1132.8,2142.9,2.8180232999999997,1.1808572,121.38000000000027,-21.625826999999997,0.21011481,0.49398059
2142.9,325.71,214.29,214.29,5.0,1132.8,6964.3,2.8634352,1.7035293999999999,116.75979999999964,-11.692977,0.19570276,0.45930708
2142.9,162.86,77.143,214.29,3.0,0.0,6964.3,1.2164411,8.3779985,,-2.083432,0.054814982000000005,0.18629738
2142.9,162.86,77.143,214.29,3.0,8365.0,16607.0,2.7115956000000003,1.8186504000000001,110.45979999999966,-10.738855000000001,0.20608864,0.49168304
2142.9,325.71,214.29,214.29,5.0,3543.5,2142.9,2.8296189,1.0670267,122.00999999999995,-29.781959999999998,0.21259431,0.49830305
2142.9,325.71,214.29,214.29,5.0,3543.5,6964.3,2.875991,1.6224333,121.38009999999966,-12.492232000000001,0.19899291,0.46544918
2142.9,325.71,214.29,214.29,5.0,5954.3,2142.9,2.8236226,1.0600375,122.01019999999963,-30.70905,0.21245642,0.49850272
2142.9,325.71,214.29,214.29,5.0,5954.3,6964.3,2.8737679,1.6187223,121.3801000000001,-12.531874,0.19907481,0.46572724
2142.9,325.71,214.29,214.29,5.0,8365.0,2142.9,2.8184957,1.0524673,121.80009999999974,-31.847747,0.21231294,0.49869864
2142.9,325.71,214.29,214.29,5.0,8365.0,6964.3,2.8726369,1.6091402,121.38009999999922,-12.635603,0.19933209,0.46644205
2142.9,325.71,214.29,214.29,7.0,0.0,2142.9,1.4634017,6.887117599999999,,-2.5403119,0.06754906599999999,0.21666561
2142.9,325.71,214.29,214.29,7.0,1132.8,2142.9,2.8902156000000003,1.0510795,122.22010000000027,-32.074713,0.2155627,0.49980791
2142.9,325.71,214.29,214.29,7.0,3543.5,2142.9,2.8932450000000003,1.1584451999999998,123.05969999999932,-22.68524,0.21544973,0.49886051
2142.9,325.71,214.29,214.29,7.0,5954.3,2142.9,2.8868264,1.1666376,122.84999999999968,-22.280266,0.21516481,0.49869504
2142.9,162.86,77.143,214.29,3.0,10776.0,2142.9,2.8830499,1.2384563999999998,122.43009999999987,-19.450794000000002,0.2139849,0.49673138
2142.9,325.71,214.29,214.29,7.0,8365.0,2142.9,2.8799123,1.1747347,122.84999999999968,-21.900541,0.21480593,0.49852519
2142.9,325.71,351.43,214.29,3.0,0.0,2142.9,2.7478071,1.3434025,111.93019999999976,-16.680870000000002,0.20295582,0.48565994
2142.9,325.71,351.43,214.29,3.0,0.0,6964.3,1.4021293,7.3750671,,-2.3700709,0.063200757,0.20539065
2142.9,325.71,351.43,214.29,3.0,0.0,11786.0,2.8955172,1.7238206000000003,115.49999999999994,-11.510952,0.20288021,0.47068289
2142.9,325.71,351.43,214.29,3.0,0.0,16607.0,2.5131782000000005,2.5689078,75.18009999999987,-7.1387583,0.18882015,0.47923015
2142.9,325.71,351.43,214.29,3.0,1132.8,2142.9,2.8490933,1.1794773,122.21979999999988,-21.686857,0.21339328,0.49836278
2142.9,325.71,351.43,214.29,3.0,1132.8,6964.3,2.8055577,1.3553919,123.89990000000051,-16.427112,0.20542673,0.48417790000000005
2142.9,325.71,351.43,214.29,3.0,1132.8,11786.0,2.9073994,1.443188,123.48010000000009,-14.827378,0.21098669,0.48786599999999997
2142.9,325.71,351.43,214.29,3.0,1132.8,16607.0,2.7046523,2.0887932,96.80990000000023,-9.0568683,0.20287012,0.49268275
2142.9,325.71,351.43,214.29,3.0,3543.5,2142.9,2.8514316,1.2271451,122.43000000000049,-19.828902,0.21295487,0.49708178
2142.9,162.86,77.143,214.29,3.0,10776.0,6964.3,2.7932938999999997,1.6238347,121.58989999999959,-12.477339,0.19688815,0.46535434
2142.9,325.71,351.43,214.29,3.0,3543.5,6964.3,2.8156263999999998,1.2824421,124.52989999999974,-18.149406,0.20785019999999998,0.48859673
2142.9,325.71,351.43,214.29,3.0,3543.5,11786.0,2.9091761000000003,1.4459991,123.48010000000099,-14.782445999999998,0.21102074,0.48770956
2142.9,325.71,351.43,214.29,3.0,3543.5,16607.0,2.8449581000000004,1.9026415,106.04999999999976,-10.145562,0.20953518,0.49258788
2142.9,325.71,351.43,214.29,3.0,5954.3,2142.9,2.8470009999999997,1.2348781999999998,122.42980000000037,-19.568220999999998,0.21266620000000003,0.49684389
2142.9,325.71,351.43,214.29,3.0,5954.3,6964.3,2.8133642000000005,1.2791618,124.32000000000043,-18.238383,0.20787034,0.48878476
2142.9,325.71,351.43,214.29,3.0,5954.3,11786.0,2.9076213,1.4493011,123.47989999999997,-14.730093,0.21090485,0.48753320000000006
2142.9,325.71,351.43,214.29,3.0,5954.3,16607.0,2.900839,1.7773995999999999,112.55979999999965,-11.059880999999999,0.21236354,0.49238554
2142.9,325.71,351.43,214.29,3.0,8365.0,2142.9,2.8428486,1.2430293,122.43009999999987,-19.303525,0.21234029,0.49658943
2142.9,325.71,351.43,214.29,3.0,8365.0,6964.3,2.8114269,1.2715602,124.10999999999994,-18.449162,0.20794669,0.48921839
2142.9,325.71,351.43,214.29,3.0,8365.0,11786.0,2.9050873999999998,1.4573492000000001,123.26980000000054,-14.604379000000002,0.210573,0.48710427
2142.9,162.86,77.143,214.29,3.0,10776.0,11786.0,2.9392517000000002,1.4534616000000002,123.48010000000053,-14.664776000000002,0.21205768,0.48730672
2142.9,325.71,351.43,214.29,3.0,8365.0,16607.0,2.9439303,1.7329566000000003,114.8701000000001,-11.431089,0.21439276,0.49209569
2142.9,325.71,351.43,214.29,5.0,0.0,2142.9,1.2410326,7.6130171,,-2.2951131,0.059745007999999995,0.20095552
2142.9,325.71,351.43,214.29,5.0,0.0,6964.3,1.5113793,7.259340299999999,,-2.4083361,0.06496626900000001,0.2078371
2142.9,325.71,351.43,214.29,5.0,1132.8,2142.9,2.8164968999999997,1.184148,121.5900999999997,-21.482301,0.20997497,0.49382424
2142.9,325.71,351.43,214.29,5.0,1132.8,6964.3,2.9361907000000005,1.325114,123.48010000000099,-17.088172,0.21038827,0.48606258
2142.9,325.71,351.43,214.29,5.0,3543.5,2142.9,2.8292952000000002,1.0673816999999999,122.00999999999995,-29.737569,0.21256826,0.49828859
2142.9,325.71,351.43,214.29,5.0,3543.5,6964.3,2.9455199,1.2534287,123.69019999999998,-18.979761,0.21275694,0.49022562
2142.9,325.71,351.43,214.29,5.0,5954.3,2142.9,2.8241386000000004,1.0604049,122.01019999999963,-30.657608000000003,0.21246905,0.49848795
2142.9,325.71,351.43,214.29,5.0,5954.3,6964.3,2.9431617,1.2502548,123.68990000000046,-19.076985999999998,0.21278485,0.49039868
2142.9,325.71,351.43,214.29,5.0,8365.0,2142.9,2.8186879,1.0529075,122.00999999999995,-31.77705,0.21230876,0.49868299
2142.9,162.86,77.143,214.29,3.0,10776.0,16607.0,2.9854596,1.3703694,122.64010000000081,-16.123619,0.21560422,0.49289342
2142.9,325.71,351.43,214.29,5.0,8365.0,6964.3,2.9409456,1.2428403000000001,123.69010000000058,-19.309553,0.21285634,0.49080125
2142.9,325.71,351.43,214.29,7.0,0.0,2142.9,1.447072,6.9434731,,-2.5194026000000003,0.066895935,0.21535026
2142.9,325.71,351.43,214.29,7.0,1132.8,2142.9,2.8890609,1.0480146000000001,122.22009999999983,-32.5992,0.21550271,0.49980326
2142.9,325.71,351.43,214.29,7.0,3543.5,2142.9,2.8927519,1.1576288000000001,123.05969999999932,-22.726824,0.21542805,0.49887842
2142.9,325.71,351.43,214.29,7.0,5954.3,2142.9,2.8869043,1.1658133,122.6398999999998,-22.320034,0.21517039,0.49871409999999994
2142.9,325.71,351.43,214.29,7.0,8365.0,2142.9,2.8804526000000004,1.1738218999999999,122.6398999999998,-21.942389000000002,0.21483373,0.49854715
2142.9,325.71,488.57,214.29,3.0,0.0,2142.9,2.7896913,1.35835,111.92990000000025,-16.366017000000003,0.20423252,0.48471883
2142.9,325.71,488.57,214.29,3.0,0.0,6964.3,1.4822886,7.2956411999999995,,-2.3962,0.06470410900000001,0.20707742
2142.9,325.71,488.57,214.29,3.0,0.0,11786.0,2.9320819,1.7104053,116.33989999999983,-11.630561,0.20470047,0.47156301
2142.9,325.71,488.57,214.29,3.0,0.0,16607.0,2.5467178,2.5690807,75.18009999999987,-7.1382219,0.19028922,0.47984670000000007
2142.9,162.86,77.143,214.29,5.0,0.0,2142.9,1.1987208,8.0135323,,-2.1791646,0.05675191,0.19328046
2142.9,325.71,488.57,214.29,3.0,1132.8,2142.9,2.8916413,1.1737323,122.42989999999976,-21.946509,0.21523844,0.49848828
2142.9,325.71,488.57,214.29,3.0,1132.8,6964.3,2.8550607999999995,1.3129198,124.32009999999983,-17.37455,0.20858616,0.48680484
2142.9,325.71,488.57,214.29,3.0,1132.8,11786.0,2.9432062,1.4370181999999998,123.6904000000001,-14.927185,0.21258098,0.48818367
2142.9,325.71,488.57,214.29,3.0,1132.8,16607.0,2.7346137,2.0951667,96.5997999999999,-9.0240762,0.20410778,0.49286547
2142.9,325.71,488.57,214.29,3.0,3543.5,2142.9,2.8942862000000003,1.2232568000000001,122.64009999999992,-19.963699,0.21480437,0.49719322
2142.9,325.71,488.57,214.29,3.0,3543.5,6964.3,2.8643321,1.2416036,124.52980000000036,-19.349107999999998,0.21084298,0.49086449
2142.9,325.71,488.57,214.29,3.0,3543.5,11786.0,2.9450089,1.4409738,123.68989999999957,-14.863006,0.21259091,0.48796759
2142.9,325.71,488.57,214.29,3.0,3543.5,16607.0,2.87291,1.9107332,105.62989999999984,-10.092224,0.21072401,0.49276618
2142.9,325.71,488.57,214.29,3.0,5954.3,2142.9,2.8903306,1.2309742000000001,122.64010000000036,-19.698621,0.21453835,0.49696019999999996
2142.9,325.71,488.57,214.29,3.0,5954.3,6964.3,2.8618752,1.2383361000000002,124.52980000000036,-19.454709,0.21084918,0.49103847
2142.9,162.86,77.143,214.29,5.0,0.0,6964.3,1.2537592,8.2257057,,-2.1223867999999997,0.05572232,0.18896049
2142.9,325.71,488.57,214.29,3.0,5954.3,11786.0,2.9434572,1.4442716999999998,123.27000000000066,-14.810017000000002,0.21247381,0.48779251
2142.9,325.71,488.57,214.29,3.0,5954.3,16607.0,2.9282214,1.7851266,112.14000000000013,-10.998104,0.21354651,0.49257823
2142.9,325.71,488.57,214.29,3.0,8365.0,2142.9,2.8864007999999997,1.2390236000000001,122.64010000000036,-19.432357,0.21421859,0.49671333
2142.9,325.71,488.57,214.29,3.0,8365.0,6964.3,2.8607389,1.2309806,124.53009999999986,-19.698404999999998,0.21094058,0.49142792
2142.9,325.71,488.57,214.29,3.0,8365.0,11786.0,2.9414422000000005,1.4522486000000001,123.48010000000053,-14.683746,0.21216329,0.48737045
2142.9,325.71,488.57,214.29,3.0,8365.0,16607.0,2.9706675,1.7406453999999998,114.44999999999972,-11.364851,0.21555965,0.49230626
2142.9,325.71,488.57,214.29,5.0,0.0,2142.9,1.2879486999999998,7.6671761,,-2.2787136,0.059896627,0.19986908
2142.9,325.71,488.57,214.29,5.0,0.0,6964.3,1.5393073,7.1655194,,-2.440283,0.066006342,0.20987899
2142.9,325.71,488.57,214.29,5.0,1132.8,2142.9,2.8584652000000004,1.1907576000000002,121.3801000000001,-21.202248,0.21157509,0.49351641
2142.9,325.71,488.57,214.29,5.0,1132.8,6964.3,2.9446236,1.2814389,123.48010000000053,-18.176496,0.21189176,0.48865446
2142.9,162.86,77.143,214.29,5.0,1132.8,2142.9,2.8742567,1.1940161,121.3797999999997,-21.068043,0.21219074,0.49337011
2142.9,325.71,488.57,214.29,5.0,3543.5,2142.9,2.87228,1.0712426000000002,122.21990000000017,-29.269819000000002,0.21432447,0.49818093
2142.9,325.71,488.57,214.29,5.0,3543.5,6964.3,2.9534476,1.2116059,123.68980000000019,-20.383601000000002,0.21406845,0.49242105
2142.9,325.71,488.57,214.29,5.0,5954.3,2142.9,2.8672044999999997,1.0642083,122.21979999999988,-30.143240999999996,0.21423057,0.49838714
2142.9,325.71,488.57,214.29,5.0,5954.3,6964.3,2.9511861,1.2084891000000002,123.89990000000051,-20.500238,0.21409235,0.49257664
